ID	URL	category	genome_size
GCF_002024615.2.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/024/615/GCF_002024615.2_ASM202461v2/GCF_002024615.2_ASM202461v2_genomic.fna.gz	bacteria	6358104
GCF_017168095.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/168/095/GCF_017168095.1_ASM1716809v1/GCF_017168095.1_ASM1716809v1_genomic.fna.gz	bacteria	5789530
GCF_040549365.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/549/365/GCF_040549365.1_ASM4054936v1/GCF_040549365.1_ASM4054936v1_genomic.fna.gz	bacteria	6313767
GCF_900106525.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/106/525/GCF_900106525.1_IMG-taxon_2675903697_annotated_assembly/GCF_900106525.1_IMG-taxon_2675903697_annotated_assembly_genomic.fna.gz	bacteria	6263953
GCF_003149495.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/149/495/GCF_003149495.1_ASM314949v1/GCF_003149495.1_ASM314949v1_genomic.fna.gz	bacteria	8998893
GCF_008065095.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/065/095/GCF_008065095.1_ASM806509v1/GCF_008065095.1_ASM806509v1_genomic.fna.gz	bacteria	8999201
GCF_002341435.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/341/435/GCF_002341435.1_ASM234143v1/GCF_002341435.1_ASM234143v1_genomic.fna.gz	bacteria	7562642
GCF_009720545.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/720/545/GCF_009720545.1_ASM972054v1/GCF_009720545.1_ASM972054v1_genomic.fna.gz	bacteria	7818248
GCF_002967715.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/967/715/GCF_002967715.1_ASM296771v1/GCF_002967715.1_ASM296771v1_genomic.fna.gz	bacteria	6638894
GCF_002967765.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/967/765/GCF_002967765.1_ASM296776v1/GCF_002967765.1_ASM296776v1_genomic.fna.gz	bacteria	7124707
GCF_002995965.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/995/965/GCF_002995965.1_ASM299596v1/GCF_002995965.1_ASM299596v1_genomic.fna.gz	bacteria	1310911
GCF_021044005.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/044/005/GCF_021044005.1_ASM2104400v1/GCF_021044005.1_ASM2104400v1_genomic.fna.gz	bacteria	1204022
GCF_036362965.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/362/965/GCF_036362965.1_ASM3636296v1/GCF_036362965.1_ASM3636296v1_genomic.fna.gz	bacteria	1575041
GCF_023035575.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/035/575/GCF_023035575.1_ASM2303557v1/GCF_023035575.1_ASM2303557v1_genomic.fna.gz	bacteria	1054469
GCF_023035295.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/035/295/GCF_023035295.1_ASM2303529v1/GCF_023035295.1_ASM2303529v1_genomic.fna.gz	bacteria	1787333
GCF_014207565.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/207/565/GCF_014207565.1_ASM1420756v1/GCF_014207565.1_ASM1420756v1_genomic.fna.gz	bacteria	4875193
GCF_021021555.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/021/555/GCF_021021555.1_ASM2102155v1/GCF_021021555.1_ASM2102155v1_genomic.fna.gz	bacteria	3621248
GCF_024181405.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/181/405/GCF_024181405.1_ASM2418140v1/GCF_024181405.1_ASM2418140v1_genomic.fna.gz	bacteria	2749579
GCF_024181425.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/181/425/GCF_024181425.1_ASM2418142v1/GCF_024181425.1_ASM2418142v1_genomic.fna.gz	bacteria	2841718
GCF_024181465.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/181/465/GCF_024181465.1_ASM2418146v1/GCF_024181465.1_ASM2418146v1_genomic.fna.gz	bacteria	2728386
GCF_024181565.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/181/565/GCF_024181565.1_ASM2418156v1/GCF_024181565.1_ASM2418156v1_genomic.fna.gz	bacteria	2728291
GCF_024181605.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/181/605/GCF_024181605.1_ASM2418160v1/GCF_024181605.1_ASM2418160v1_genomic.fna.gz	bacteria	2759770
GCF_024400535.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/400/535/GCF_024400535.1_ASM2440053v1/GCF_024400535.1_ASM2440053v1_genomic.fna.gz	bacteria	2920478
GCF_027586615.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/586/615/GCF_027586615.1_ASM2758661v1/GCF_027586615.1_ASM2758661v1_genomic.fna.gz	bacteria	3337887
GCF_029958665.3.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/958/665/GCF_029958665.3_ASM2995866v3/GCF_029958665.3_ASM2995866v3_genomic.fna.gz	bacteria	1139603
GCF_029958825.3.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/958/825/GCF_029958825.3_ASM2995882v3/GCF_029958825.3_ASM2995882v3_genomic.fna.gz	bacteria	1139592
GCF_001655435.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/655/435/GCF_001655435.1_ASM165543v1/GCF_001655435.1_ASM165543v1_genomic.fna.gz	bacteria	1139829
GCF_013378475.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/378/475/GCF_013378475.1_ASM1337847v1/GCF_013378475.1_ASM1337847v1_genomic.fna.gz	bacteria	3769422
GCF_017161285.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/161/285/GCF_017161285.1_ASM1716128v1/GCF_017161285.1_ASM1716128v1_genomic.fna.gz	bacteria	2880698
GCF_900111035.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/111/035/GCF_900111035.1_IMG-taxon_2623620477_annotated_assembly/GCF_900111035.1_IMG-taxon_2623620477_annotated_assembly_genomic.fna.gz	bacteria	3432581
GCF_900497595.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/497/595/GCF_900497595.1_PRJEB27760/GCF_900497595.1_PRJEB27760_genomic.fna.gz	bacteria	2224027
GCF_900573895.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/573/895/GCF_900573895.1_PRJEB29053/GCF_900573895.1_PRJEB29053_genomic.fna.gz	bacteria	2319274
GCF_015061445.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/061/445/GCF_015061445.1_ASM1506144v1/GCF_015061445.1_ASM1506144v1_genomic.fna.gz	bacteria	2860424
GCF_016286815.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/286/815/GCF_016286815.1_ASM1628681v1/GCF_016286815.1_ASM1628681v1_genomic.fna.gz	bacteria	2293157
GCF_016293495.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/293/495/GCF_016293495.1_ASM1629349v1/GCF_016293495.1_ASM1629349v1_genomic.fna.gz	bacteria	2250433
GCF_016297525.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/297/525/GCF_016297525.1_ASM1629752v1/GCF_016297525.1_ASM1629752v1_genomic.fna.gz	bacteria	2325672
GCF_017385285.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/385/285/GCF_017385285.1_ASM1738528v1/GCF_017385285.1_ASM1738528v1_genomic.fna.gz	bacteria	2718092
GCF_017469785.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/469/785/GCF_017469785.1_ASM1746978v1/GCF_017469785.1_ASM1746978v1_genomic.fna.gz	bacteria	3236427
GCF_017480725.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/480/725/GCF_017480725.1_ASM1748072v1/GCF_017480725.1_ASM1748072v1_genomic.fna.gz	bacteria	3526078
GCF_017542595.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/542/595/GCF_017542595.1_ASM1754259v1/GCF_017542595.1_ASM1754259v1_genomic.fna.gz	bacteria	3531256
GCF_017553635.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/553/635/GCF_017553635.1_ASM1755363v1/GCF_017553635.1_ASM1755363v1_genomic.fna.gz	bacteria	2505728
GCF_034104325.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/104/325/GCF_034104325.1_ASM3410432v1/GCF_034104325.1_ASM3410432v1_genomic.fna.gz	bacteria	2242678
GCF_001568225.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/568/225/GCF_001568225.1_ASM156822v1/GCF_001568225.1_ASM156822v1_genomic.fna.gz	bacteria	4748694
GCF_018332435.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/332/435/GCF_018332435.1_ASM1833243v1/GCF_018332435.1_ASM1833243v1_genomic.fna.gz	bacteria	3884553
GCF_002009735.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/009/735/GCF_002009735.1_ASM200973v1/GCF_002009735.1_ASM200973v1_genomic.fna.gz	bacteria	4427752
GCF_963423375.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/423/375/GCF_963423375.1_H477/GCF_963423375.1_H477_genomic.fna.gz	bacteria	1687174
GCF_902386455.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/386/455/GCF_902386455.1_UHGG_MGYG-HGUT-02374/GCF_902386455.1_UHGG_MGYG-HGUT-02374_genomic.fna.gz	bacteria	1770849
GCF_001233585.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/233/585/GCF_001233585.1_7038_3_80/GCF_001233585.1_7038_3_80_genomic.fna.gz	bacteria	1607536
GCF_002092855.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/092/855/GCF_002092855.1_ASM209285v1/GCF_002092855.1_ASM209285v1_genomic.fna.gz	bacteria	1844857
GCF_002912595.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/912/595/GCF_002912595.1_ASM291259v1/GCF_002912595.1_ASM291259v1_genomic.fna.gz	bacteria	1945076
GCF_002912665.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/912/665/GCF_002912665.1_ASM291266v1/GCF_002912665.1_ASM291266v1_genomic.fna.gz	bacteria	1875987
GCF_002914295.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/914/295/GCF_002914295.1_ASM291429v1/GCF_002914295.1_ASM291429v1_genomic.fna.gz	bacteria	2023373
GCF_003048375.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/048/375/GCF_003048375.1_ASM304837v1/GCF_003048375.1_ASM304837v1_genomic.fna.gz	bacteria	2095236
GCF_003048535.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/048/535/GCF_003048535.1_ASM304853v1/GCF_003048535.1_ASM304853v1_genomic.fna.gz	bacteria	1905326
GCF_003048575.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/048/575/GCF_003048575.1_ASM304857v1/GCF_003048575.1_ASM304857v1_genomic.fna.gz	bacteria	1835588
GCF_003048755.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/048/755/GCF_003048755.1_ASM304875v1/GCF_003048755.1_ASM304875v1_genomic.fna.gz	bacteria	1920100
GCF_003049085.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/049/085/GCF_003049085.1_ASM304908v1/GCF_003049085.1_ASM304908v1_genomic.fna.gz	bacteria	1948537
GCF_902460635.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/460/635/GCF_902460635.1_2010-16206/GCF_902460635.1_2010-16206_genomic.fna.gz	bacteria	1997691
GCF_902460735.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/460/735/GCF_902460735.1_2010-25654-O/GCF_902460735.1_2010-25654-O_genomic.fna.gz	bacteria	1898092
GCF_902460805.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/460/805/GCF_902460805.1_2010-8194/GCF_902460805.1_2010-8194_genomic.fna.gz	bacteria	1920703
GCF_902460845.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/460/845/GCF_902460845.1_2012-164712/GCF_902460845.1_2012-164712_genomic.fna.gz	bacteria	2032479
GCF_025868805.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/868/805/GCF_025868805.1_ASM2586880v1/GCF_025868805.1_ASM2586880v1_genomic.fna.gz	bacteria	1444126
GCF_025869225.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/869/225/GCF_025869225.1_ASM2586922v1/GCF_025869225.1_ASM2586922v1_genomic.fna.gz	bacteria	1509519
GCF_900573925.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/573/925/GCF_900573925.1_B32_SW/GCF_900573925.1_B32_SW_genomic.fna.gz	bacteria	2308370
GCF_900573975.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/573/975/GCF_900573975.1_129_VTPPs/GCF_900573975.1_129_VTPPs_genomic.fna.gz	bacteria	2240249
GCF_017464885.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/464/885/GCF_017464885.1_ASM1746488v1/GCF_017464885.1_ASM1746488v1_genomic.fna.gz	bacteria	1787910
GCF_017646085.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/646/085/GCF_017646085.1_ASM1764608v1/GCF_017646085.1_ASM1764608v1_genomic.fna.gz	bacteria	1433218
GCF_019423325.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/423/325/GCF_019423325.1_ASM1942332v1/GCF_019423325.1_ASM1942332v1_genomic.fna.gz	bacteria	2186121
GCF_022773635.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/773/635/GCF_022773635.1_ASM2277363v1/GCF_022773635.1_ASM2277363v1_genomic.fna.gz	bacteria	1623568
GCF_022774785.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/774/785/GCF_022774785.1_ASM2277478v1/GCF_022774785.1_ASM2277478v1_genomic.fna.gz	bacteria	1628671
GCF_030825985.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/825/985/GCF_030825985.1_ASM3082598v1/GCF_030825985.1_ASM3082598v1_genomic.fna.gz	bacteria	2147023
GCF_020828765.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/828/765/GCF_020828765.1_ASM2082876v1/GCF_020828765.1_ASM2082876v1_genomic.fna.gz	bacteria	1694716
GCF_002012655.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/012/655/GCF_002012655.1_ASM201265v1/GCF_002012655.1_ASM201265v1_genomic.fna.gz	bacteria	1727112
GCF_003636165.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/165/GCF_003636165.1_ASM363616v1/GCF_003636165.1_ASM363616v1_genomic.fna.gz	bacteria	1558820
GCF_003636415.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/415/GCF_003636415.1_ASM363641v1/GCF_003636415.1_ASM363641v1_genomic.fna.gz	bacteria	1552062
GCF_004012245.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/012/245/GCF_004012245.1_ASM401224v1/GCF_004012245.1_ASM401224v1_genomic.fna.gz	bacteria	1598292
GCF_004323235.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/323/235/GCF_004323235.1_ASM432323v1/GCF_004323235.1_ASM432323v1_genomic.fna.gz	bacteria	1626631
GCF_006439915.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/439/915/GCF_006439915.1_ASM643991v1/GCF_006439915.1_ASM643991v1_genomic.fna.gz	bacteria	1646157
GCF_006440045.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/440/045/GCF_006440045.1_ASM644004v1/GCF_006440045.1_ASM644004v1_genomic.fna.gz	bacteria	1598142
GCF_009741205.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/741/205/GCF_009741205.1_ASM974120v1/GCF_009741205.1_ASM974120v1_genomic.fna.gz	bacteria	1635541
GCF_014497335.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/497/335/GCF_014497335.1_ASM1449733v1/GCF_014497335.1_ASM1449733v1_genomic.fna.gz	bacteria	1612520
GCF_014497835.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/497/835/GCF_014497835.1_ASM1449783v1/GCF_014497835.1_ASM1449783v1_genomic.fna.gz	bacteria	1658411
GCF_014498895.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/498/895/GCF_014498895.1_ASM1449889v1/GCF_014498895.1_ASM1449889v1_genomic.fna.gz	bacteria	1625068
GCF_030716305.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/716/305/GCF_030716305.1_ASM3071630v1/GCF_030716305.1_ASM3071630v1_genomic.fna.gz	bacteria	1636167
GCF_001677375.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/677/375/GCF_001677375.1_ASM167737v1/GCF_001677375.1_ASM167737v1_genomic.fna.gz	bacteria	2245396
GCF_001854545.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/854/545/GCF_001854545.1_ASM185454v1/GCF_001854545.1_ASM185454v1_genomic.fna.gz	bacteria	2255545
GCF_900197755.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/197/755/GCF_900197755.1_212_4/GCF_900197755.1_212_4_genomic.fna.gz	bacteria	1519776
GCF_003215495.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/215/495/GCF_003215495.1_ASM321549v1/GCF_003215495.1_ASM321549v1_genomic.fna.gz	bacteria	2106965
GCF_019649075.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/649/075/GCF_019649075.1_ASM1964907v1/GCF_019649075.1_ASM1964907v1_genomic.fna.gz	bacteria	2115974
GCF_021655575.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/655/575/GCF_021655575.1_ASM2165557v1/GCF_021655575.1_ASM2165557v1_genomic.fna.gz	bacteria	2194683
GCF_900196845.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/196/845/GCF_900196845.1_214_16/GCF_900196845.1_214_16_genomic.fna.gz	bacteria	1597139
GCF_900450915.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/450/915/GCF_900450915.1_57387_F01/GCF_900450915.1_57387_F01_genomic.fna.gz	bacteria	2158551
GCF_900451005.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/451/005/GCF_900451005.1_59123_A01/GCF_900451005.1_59123_A01_genomic.fna.gz	bacteria	2223074
GCF_900461365.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/461/365/GCF_900461365.1_57635_C01/GCF_900461365.1_57635_C01_genomic.fna.gz	bacteria	2276846
GCF_900197825.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/197/825/GCF_900197825.1_216_7/GCF_900197825.1_216_7_genomic.fna.gz	bacteria	2203094
GCF_900197835.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/197/835/GCF_900197835.1_216_6/GCF_900197835.1_216_6_genomic.fna.gz	bacteria	2199043
GCF_900197845.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/197/845/GCF_900197845.1_216_8/GCF_900197845.1_216_8_genomic.fna.gz	bacteria	2206054
GCF_900451085.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/451/085/GCF_900451085.1_57728_D01/GCF_900451085.1_57728_D01_genomic.fna.gz	bacteria	1693077
GCF_900476215.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/215/GCF_900476215.1_51342_F02/GCF_900476215.1_51342_F02_genomic.fna.gz	bacteria	1576607
GCF_014799995.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/799/995/GCF_014799995.1_ASM1479999v1/GCF_014799995.1_ASM1479999v1_genomic.fna.gz	bacteria	1940517
GCF_017502485.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/502/485/GCF_017502485.1_ASM1750248v1/GCF_017502485.1_ASM1750248v1_genomic.fna.gz	bacteria	1802068
GCF_022511165.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/511/165/GCF_022511165.1_ASM2251116v1/GCF_022511165.1_ASM2251116v1_genomic.fna.gz	bacteria	1529329
GCF_022766795.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/766/795/GCF_022766795.1_ASM2276679v1/GCF_022766795.1_ASM2276679v1_genomic.fna.gz	bacteria	1705463
GCF_022770205.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/770/205/GCF_022770205.1_ASM2277020v1/GCF_022770205.1_ASM2277020v1_genomic.fna.gz	bacteria	1607812
GCF_022782945.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/782/945/GCF_022782945.1_ASM2278294v1/GCF_022782945.1_ASM2278294v1_genomic.fna.gz	bacteria	1602061
GCF_034176725.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/176/725/GCF_034176725.1_ASM3417672v1/GCF_034176725.1_ASM3417672v1_genomic.fna.gz	bacteria	2225530
GCF_001853405.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/853/405/GCF_001853405.1_ASM185340v1/GCF_001853405.1_ASM185340v1_genomic.fna.gz	bacteria	3886731
GCF_002023585.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/023/585/GCF_002023585.1_ASM202358v1/GCF_002023585.1_ASM202358v1_genomic.fna.gz	bacteria	3911419
GCF_037148995.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/148/995/GCF_037148995.1_ASM3714899v1/GCF_037148995.1_ASM3714899v1_genomic.fna.gz	bacteria	3894220
GCF_007165645.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/165/645/GCF_007165645.1_ASM716564v1/GCF_007165645.1_ASM716564v1_genomic.fna.gz	bacteria	2147632
GCF_040370075.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/370/075/GCF_040370075.1_ASM4037007v1/GCF_040370075.1_ASM4037007v1_genomic.fna.gz	bacteria	2256528
GCF_900604845.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/604/845/GCF_900604845.1_TTHNAR1/GCF_900604845.1_TTHNAR1_genomic.fna.gz	bacteria	2479642
GCF_033581815.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/581/815/GCF_033581815.1_ASM3358181v1/GCF_033581815.1_ASM3358181v1_genomic.fna.gz	bacteria	2155517
GCF_040290245.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/290/245/GCF_040290245.1_ASM4029024v1/GCF_040290245.1_ASM4029024v1_genomic.fna.gz	bacteria	1806162
GCF_041287305.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/287/305/GCF_041287305.1_ASM4128730v1/GCF_041287305.1_ASM4128730v1_genomic.fna.gz	bacteria	2261996
